"Je tudi zato prišlo do nesporazuma med Londonom in Ljubljano?
Iz Londona so na primer pozivali domobrance, naj se pridružijo partizanom …
","Tudi zato je prišlo do nesporazuma med Londonom in Ljubljano? Tako so na primer iz Londona domobrance pozvali, naj se pridružijo partizanom..."
"Mag. etnologije in kulturne antropologije Milan Trobič, avtor knjige, se je srečal z vprašanji tihotapljenja in kontrabanta že v času študija na Oddelku za etnologijo in kulturno antropologijo Filozofske fakultete Univerze v Ljubljani, ko je za svojo seminarsko nalogo zbral obsežno gradivo o furmanskih izročilih v Planini pri Rakeku.
Sledila je obsežna knjiga Furmani po cesarskih cestah skozi postojnska vrata (Logatec, 2003), ki je bila prvo obsežnejše delo s tega področja.
Zato je bilo pričakovano tudi nadaljevanje oz. usmeritev na enega temeljnih vprašanj, ne le dogajanj na t. i. klasičnih tovorniških in furmanskih poteh, ampak veliko širše: vse do analize kontinuitete in sprememb enega temeljnih pojavov gospodarske, politične, preživetvene, karakterološke in še kakšne podobe slovenskega ozemlja v večstoletnem zgodovinskem razvoju do sodobnosti, ko dobivata kontrabant in tihotapljenje z vidika svojih »vsebin« nove razsežnosti.
Po končanem dodiplomskem študiju je Trobič nadaljeval študij na podiplomski stopnji in napisal magistrsko delo Sindrom Martina Krpana – med junaštvom in razbojništvom (Ljubljana, 2004), ki je tudi podlaga pričujoče knjige.
","Mag. za etnologijo in kulturno antropologijo Milan Trobič, avtor knjige, se je z vprašanji tihotapljenja in tihotapljenja srečal že v času študija na Oddelku za etnologijo in kulturno antropologijo Filozofske fakultete Univerze v Ljubljani, ko je za seminarsko nalogo zbral obsežno gradivo o furmanskih tradicijah na Planini pri Rakeku. Sledila je obsežna knjiga Furmani ob cesarskih cestah skozi Postojnska vrata (Lactec, 2003), ki je bila prvo obsežno delo na tem področju. Zato se je pričakovalo, da se nadaljuje ali osredotoči na eno od temeljnih vprašanj, ne le na dogajanje na t. i. klasičnih tovornih in krznenih poteh, temveč veliko širše vse do analize kontinuitete in sprememb enega od pojavov temeljne politične dimenzije slovenskega gospodarskega razvoja, ki ga je Martin napisal ob koncu svojega diplomskega dela na temo novega območja."
"Adlešiči so bili poseljeni že v prazgodovini, saj so na Preložniku in Veliki Plešivici našli sledove ilirskih postojank.
Živahen promet skozi te kraje je bil v rimski dobi, ko je tu potekala rimska cesta.
V srednjem veku so imeli oblast nad ozemljem današnjih Adlešičev in okolice Hrvati, nato Ogri, istrski mejni grofje, grofje Andechs-Merenski, Spanheimi in goriški grofje, dokler ni vsa Bela krajina leta 1374 prišla pod Habsburžane.
","Adlešiči so bili naseljeni že v prazgodovini, saj so našli sledi ilirskih postojank na Preložniku in Veliki Plešivici. V rimski dobi je bil promet po teh krajih živahen, ko je tu tekla rimska cesta. V srednjem veku so oblast nad ozemljem današnjih Adlešičev in okolice prevzeli Hrvati, nato Madžari, istrski mejni grofje, Andechs-Merenski grofje, Spanheimi in goriški grofje, dokler ni Bela krajina leta 1374 pripadla Habsburžanom."
"V skledo medu bo padla kaplja pelina, ker boste izvedeli neko neprijetno novost.
Potrudite se, da vaša okolica ne bo izvedela, kako se počutite.
Svojo jezo izlijte šele zaupni osebi in preprečite najhujše.
","Kapljica pelina bo padla v skledo medu, saj se boste naučili neprijetne novice. Potrudite se, da vaša okolica ne bo vedela, kako se počutite. Razjezite svojo jezo samo zaupanja vrednemu človeku in preprečite najhujše."
"Bil sem že popolnoma obupan in pred tem, da odpovem distribucijo Petelinjega zajtrka, pretrgam dogovore z distributerjem in izničim vse napore strokovno zastavljene in že lep čas načrtno izvajane promocije filma.
O vzrokih svoje stiske, posledične nezmožnosti zagotovitve distribucijskih kopij in promocijskih materialov sem tudi že obvestil distributerja.
","bil sem popolnoma obupan in preden sem lahko preklical distribucijo Rooster 's breakfast, prekinil dogovore z distributerjem in izničil vsa prizadevanja profesionalno zastavljenega in že za dolgo časa načrtovano promocijo filma."
"Wellness center – sprostitveni in rekreativni del bo ponujal oddih v notranjem in zunanjem bazenu, poleg tega bo mogoče izbirati med različnimi vrstami savne ter kopeli.
Prostor za fitnes bo opremljen z najsodobnejšimi napravami in masažnimi mizami.
Poleg tega bo še en večnamenski prostor za telovadbo in duhovne vaje.
Na igriščih, ki bodo vključena v kompleks parka, bodo gostje lahko igrali odbojko, badminton in balinanje.
","Wellness center - prostor za sprostitev in rekreacijo bo ponujal oddih v notranjih in zunanjih bazenih ter izbiro različnih vrst savn in kopeli. Fitnes prostor bo opremljen z najsodobnejšimi napravami in masažnimi mizami. Poleg tega bo na voljo večnamenski prostor za vadbo in duhovne vaje. Na igriščih, ki bodo vključena v park kompleks, bodo gostje lahko igrali odbojko, badminton in bowling."
"Zadnjega dne v marcu 2001 je bila v avli portoroškega Avditorija zabava po podelitvi priznanj na slovenskem filmskem festivalu.
Šturbeja je tisti večer očitno nekaj grizlo in se ga je naložil.
Vidno pijan se je primajal do mize, kjer je s svojo družbo sedel Anžlovar, in izrekel nekaj žaljivk na račun režiserja in njegovih filmov.
Anžlovar je prosil Šturbejevo partnerico Natašo Barbaro Gračner, naj Šturbeja odstrani od njihove mize, kar je tudi storila.
Kakšne pol ure kasneje je prišla Gračnerjeva nazaj do Anžlovarjeve družbe in prosila za cigareto.
Spet je prišel Šturbej, ji z udarcem zbil cigareto iz roke, Anžlovar pa ga je tedaj počil po obrazu in z zlomljeno čeljustjo poslal v bolnišnico.
Zanimivo pa je, da to ni bil prvi Anžlovarjev fizični izpad.
Pred kakšnimi petnajstimi leti je po sporu mahnil po obrazu tedanjega kulturnega ministra dr. Andreja Capudra.
","Zadnji dan marca 2001 je bila na Festivalu slovenskega filma v avli portoroškega Avditorija zabava. Šturbeja se je očitno nekaj ugriznila in se natovorila. Pijan je prišel do mize, kjer je s svojim podjetjem sedel Anžlovar, in izrekel nekaj žalitev o režiserju in njegovih filmih. Anžlovar je prosil Šturbejevo partnerko Natašo Barbaro Gračner, naj Šturbeja odstrani z njihove mize, kar se je tudi res. Približno pol ure kasneje je Gračnerjeva prišla nazaj v Anžlovarjevo podjetje in prosila za cigareto. Šturlova ji je z udarcem stopila iz roke, nato pa ga je Anžlovar z zlomljeno čeljustjo udaril po obrazu."
"Sledilo je obdobje posebnih namenskih programov, v zadnjem času pa se vse bolj uveljavljajo internetni sistemi, pri katerih ni treba nameščati nobene aplikacije, ni težav z dostopnostjo, skrbniku pa ni treba skrbeti za popravke in nadgradnje.
Ko so se ob koncu prejšnjega tisočletja blogi začeli pojavljati, ni kazalo na uspeh (leta 1999 so bili samo štirje).
V zadnjih letih pa je spletni dnevnik postal nadvse aktualen in danes jih obstaja že več milijonov.
","Sledilo je obdobje programov za posebne namene, vendar so v zadnjem času internetni sistemi postali vse bolj priljubljeni, kjer ni potrebe po namestitvi nobene aplikacije, ni težav z dostopnostjo, administratorju pa ni treba skrbeti za popravke in nadgradnje. Ko so se ob koncu prejšnjega tisočletja začeli pojavljati blogi, se ni zdelo, da bi bil uspeh (leta 1999 so bili le štirje). V zadnjih letih je blog postal zelo aktualen in danes jih je več milijonov."
"Pobudniki peticije so v spremnem besedilu poziva zapisali, da se Slovenija ne razvija enakomerno.
Razvoj Ljubljane je na primer ob zelo visoki startni osnovi daleč najhitrejši, preostala Slovenija znatno zaostaja, razlike pa se še povečujejo.
Od leta 1995 do 2005 se je bruto domači proizvod (BDP) na prebivalca v Ljubljani povečal za več kot 10 tisoč evrov, v vseh drugih regijah pa samo od 3 do 5 tisoč evrov.
»To pomeni, da državljani nimajo niti približno enakih izhodiščnih možnosti, saj kraj rojstva in prebivališča praviloma pomeni veliko prednost ali veliko prikrajšanost v življenju,« menijo pobudniki.
Ob tem dodajajo, da se ukrepi, s katerimi so dosedanje vlade poskušale vzpostaviti enakomeren in uravnotežen razvoj ter ustaviti negativne smernice v razvoju, niso izkazale kot zadostne.
Še več, veliko razvojnih sredstev so posredno spet dobili najbogatejši.
Edini ukrep, ki se je v Evropi izkazal za uspešnega, v Sloveniji pa še ni zaživel, je regionalizacija, ki omogoča prenos pristojnosti in denarja na samostojne regionalne enote, to je pokrajine, to pa pomeni, da med seboj povezana lokalna okolja v glavnem sama načrtujejo svoj razvoj, svojo prihodnost in določajo svoje prioritete.
","Pobudniki peticije so v spremnem besedilu peticije zapisali, da se Slovenija ne razvija enakomerno. Razvoj Ljubljane, na primer, je daleč najhitrejši z zelo visoko izhodiščno bazo, medtem ko preostala Slovenija znatno zaostaja, razlike pa se še povečujejo. Od leta 1995 do 2005 se je bruto domači proizvod (BDP) na prebivalca v Ljubljani povečal za več kot 10 tisoč evrov, v vseh ostalih regijah pa le za 3 do 5 tisoč evrov. ""To pomeni, da državljani nimajo niti približno enakih izhodiščnih možnosti, kraj rojstva in bivanja praviloma predstavlja veliko prednost ali veliko pomanjkljivost v življenju "", menijo pobudniki. Dodajajo tudi, da se ukrepi, ki so jih sprejele vlade za vzpostavitev enakomernega in uravnoteženega razvoja ter negativnih smernic razvoja pokrajine, niso izkazali za zadostne."
"Tega se ne spominjam dobro.
Če bi bilo res plašno srečanje, bi se tega gotovo spomnil.
Se pa spominjam konference Papeškega sveta za dialog z neverujočimi v Rimu, ki je bila še pred tisto v Ljubljani.
Tedaj je omenjeno institucijo vodil kardinal Franz König, ki sem ga zelo spoštoval.
Na prvo srečanje papeškega sveta me je povabila cerkvena stran, medtem ko me je na srečanje v Ljubljani leta 1984 povabila Slovenska akademija znanosti in umetnosti.
","Tega se ne spominjam dobro, in če bi šlo res za plašno srečanje, bi se ga tudi spomnil. Vendar pa se spominjam konference Papeškega sveta za dialog z neverniki v Rimu, ki je že prej potekala v Ljubljani. Takrat je institucijo vodil kardinal Franz König, ki sem ga zelo cenil. Cerkev me je povabila na prvo srečanje Papeškega sveta in leta 1984 me je na srečanje v Ljubljano povabila Slovenska akademija znanosti in umetnosti."
"Zbirka je zasnovana kot živi muzej: nekateri razstavljeni stroji so delujoči in na njih občasno potekajo demonstracije, ki jih izvajajo grafični mojstri.
Na ta način prikazujejo ne le predmete, ampak tudi ohranjajo nematerialno kulturno dediščino, znanja in spretnosti, ki z izginotjem starih grafičnih poklicev tonejo v pozabo.
Razstavo predmetov dopolnjuje arhivsko filmsko gradivo s posnetki iz slovenskih tiskarn ter novi posnetki pričevanj grafičnih mojstrov različnih poklicev.
Na razstavi se prepletajo zgodbe knjige, tiskarske tehnike – strojev in ljudi, ki so delali v tiskarstvu.
Razstava je locirana v najstarejšem delu nekdanje kartuzije Bistra in zdaj zavzema 55 m² razstavne površine.
","Zbirka je zasnovana kot živi muzej: nekateri razstavljeni stroji delujejo in so občasno predmet demonstracij grafičnih mojstrov, ki ne prikazujejo le predmetov, temveč ohranjajo tudi nesnovno kulturno dediščino, znanja in veščine, ki izginjajo v pozabo z izginotjem starih grafičnih poklicev. Razstavo predmetov dopolnjuje arhivsko filmsko gradivo s posnetki iz slovenskih tiskarn in novimi fotografijami pričevanj grafičnih mojstrov različnih poklicev. Na razstavi se prepletajo zgodbe o knjigah, tiskarskih tehnikah - strojih in ljudeh, ki so se ukvarjali s tiskarstvom. Razstava se nahaja v najstarejšem delu nekdanje kartuzije v Bistri in danes zavzema 55 m2 razstavnega prostora."
"Novomeški kapitelj ima po eni strani velik simbolični pomen.
V Novem mestu se tako imenuje vzpetina nad Krko, kapitelj pomeni tudi kapiteljsko cerkev in župnijo.
Malokdo pa, ko izreče besedo »kapitelj«, pomisli na skupnost duhovnikov, kanonikov.
V Novem mestu je bil več kot petsto let kolegiatni kapitelj.
Ko je kolegiatna cerkev postala stolnica, je s tem tudi kolegiatni kapitelj postal stolni.
V prvih časih je imel kapitelj dvanajst kanonikov, kasneje šest, v zadnjih stoosemdesetih letih pa je formalno imel štiri kanonike.
Pa še ti kanonikati niso bili vedno zasedeni.
Zdaj ima po statutu šest članov, od teh je eden predstojnik, ki se imenuje prošt.
Prošti so nekoč imeli pravico, da so nosili škofovska znamenja (insignije).
Ta privilegij je drugi vatikanski koncil odpravil.
","Novomeško kapiteljstvo ima velik simbolni pomen. V Novem mestu se zato hrib nad Krko imenuje kapitelj, kapitelj pomeni tudi kapiteljsko cerkev in kanon. Malo ljudi, ko izgovorijo besedo ""kapitelj "", pomisli na skupnost, na duhovnike kanonikov. V Novem mestu je bil več kot petsto let kolegijski kapitelj. Ko je kolegijska cerkev postala stolnica, je kolegijski kapitelj postal tudi stolnica. V prvih časih je kapitelj imel dvanajst kanonikov, kasneje pa šest, v zadnjih sto osemdeset letih pa je formalno imel štiri kanonike. In tudi ti kanoniki niso bili vedno zasedeni. Zdaj, po statutu, šest članov, od katerih se eden imenuje Prošt."
